"SampleID","DNAmAge","Comment","noMissingPerSample","meanMethBySample","minMethBySample","maxMethBySample","corSampleVSgoldstandard","meanAbsDifferenceSampleVSgoldstandard","predictedGender","meanXchromosome","predictedTissue","ProbabilityFrom.X.Vasc.Endoth.Umbilical.","ProbabilityFrom.Ape.WB","ProbabilityFrom.Blood.CD4.Tcells","ProbabilityFrom.Blood.CD4.CD14","ProbabilityFrom.Blood.Cell.Types","ProbabilityFrom.Blood.Cord","ProbabilityFrom.Blood.PBMC","ProbabilityFrom.Blood.WB","ProbabilityFrom.Bone","ProbabilityFrom.Brain.Cerebellar","ProbabilityFrom.Brain.CRBLM","ProbabilityFrom.Brain.FCTX","ProbabilityFrom.Brain.Occipital.Cortex","ProbabilityFrom.Brain.PONS","ProbabilityFrom.Brain.Prefr.CTX","ProbabilityFrom.Brain.TCTX","ProbabilityFrom.Breast","ProbabilityFrom.Breast.NL","ProbabilityFrom.Buccal","ProbabilityFrom.Cartilage.Knee","ProbabilityFrom.Colon","ProbabilityFrom.Dermal.fibroblast","ProbabilityFrom.Epidermis","ProbabilityFrom.Fat.Adip","ProbabilityFrom.Gastric","ProbabilityFrom.GlialCell","ProbabilityFrom.Head.Neck","ProbabilityFrom.Heart","ProbabilityFrom.Kidney","ProbabilityFrom.Liver","ProbabilityFrom.Liver.","ProbabilityFrom.Lung","ProbabilityFrom.MSC","ProbabilityFrom.Muscle","ProbabilityFrom.Neuron","ProbabilityFrom.Placenta","ProbabilityFrom.Prostate.NL","ProbabilityFrom.Saliva","ProbabilityFrom.Sperm","ProbabilityFrom.Stomach","ProbabilityFrom.Thyroid","ProbabilityFrom.Uterine.Cervix","ProbabilityFrom.Uterine.Endomet","AgeAccelerationDiff","AgeAccelerationResidual","Sample_ID","Age","Female","Tissue"
"X203548870035_R05C01",10.9157061615821," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.235887503716391,0,0.985809124622332,0.784240074138404,0.114462371593271,"female",0.416951547843699,"Colon",0.014,0.002,0.002,0.002,0.004,0.002,0.01,0.006,0.016,0,0.01,0.004,0.002,0.002,0.006,0.002,0.008,0.008,0.088,0.016,0.474,0.006,0.022,0.002,0.038,0.006,0.02,0.008,0.012,0.008,0.002,0.014,0.01,0.008,0.004,0.036,0.05,0.03,0.01,0.002,0.006,0.014,0.014,-3.08429383841794,-0.789138887297326,"203548870035_R05C01",14,1,"Gastric"
"X203548970061_R07C01",11.0161622039202," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.242233597874005,0,0.991975184101857,0.793539157114376,0.11105890722439,"male",0.270847240844842,"Colon",0.014,0,0.002,0.006,0.008,0.002,0.012,0.006,0.006,0.002,0.008,0.004,0,0.002,0.008,0,0,0.004,0.092,0.01,0.586,0.002,0.01,0,0.022,0,0.016,0.004,0.008,0.002,0.002,0.014,0.002,0.004,0.002,0.024,0.046,0.032,0.01,0,0.006,0.018,0.004,-1.9838377960798,-0.282661251860525,"203548970061_R07C01",13,0,"Gastric"
"X203548870026_R06C01",9.42785980305998," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.240638299543223,0,0.987013234929712,0.784450202463134,0.112568323832769,"male",0.276178179038037,"Colon",0.01,0.006,0,0.004,0.008,0.006,0.014,0.012,0.016,0,0.014,0.006,0,0,0.008,0,0.002,0.008,0.074,0.01,0.454,0.004,0.014,0,0.024,0,0.018,0.012,0.03,0.012,0.008,0.01,0.014,0.014,0.008,0.026,0.032,0.04,0.016,0.002,0.006,0.044,0.014,-3.57214019694002,-1.87096365272074,"203548870026_R06C01",13,0,"Gastric"
"X203774250096_R04C01",6.26446856216182," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.240923208925165,0,0.981139049675036,0.797691091695878,0.108995484399857,"female",0.43571637229528,"Colon",0.02,0.004,0.002,0.002,0.008,0.004,0.012,0.008,0.006,0.002,0.004,0.006,0,0.002,0.012,0,0.002,0.004,0.094,0.016,0.542,0.004,0.018,0,0.022,0.002,0.012,0.008,0.022,0.002,0.006,0.008,0.01,0.006,0.002,0.01,0.028,0.024,0.014,0,0.01,0.022,0.02,4.26446856216182,-0.568117369533563,"203774250096_R04C01",2,1,"Gastric"
"X203548970083_R08C01",5.38147387557065," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.23547826520184,0,0.981010054546027,0.798009209474446,0.108230746841194,"female",0.431856427965908,"Colon",0.02,0.008,0.004,0.004,0.008,0.006,0.006,0.012,0.01,0,0.014,0.004,0,0.004,0.01,0,0.008,0.006,0.094,0.014,0.422,0.008,0.012,0.002,0.022,0.004,0.024,0.01,0.028,0.018,0.008,0.024,0.016,0.01,0.006,0.016,0.038,0.028,0.018,0.004,0.008,0.024,0.018,3.38147387557065,-1.45111205612473,"203548970083_R08C01",2,1,"Gastric"
"X203548970036_R03C01",17.6112957434731," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue MAJOR WARNING:Predicted gender does not agree with column Female.",0,0.236703116065574,0,0.984013460160003,0.782994726743314,0.114190480413733,"female",0.430005859721725,"Colon",0.01,0.006,0,0.004,0.004,0.004,0.01,0.006,0.012,0.004,0.01,0.006,0.002,0,0.004,0,0.008,0.006,0.08,0.024,0.524,0.004,0.016,0,0.028,0.002,0.028,0.008,0.008,0.008,0.002,0.008,0.01,0.008,0.006,0.022,0.044,0.034,0.012,0,0.002,0.018,0.008,13.6112957434731,9.96666662558034,"203548970036_R03C01",4,0,"Gastric"
"X203548870035_R03C01",12.052178763782," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.235917728281311,0,0.984162816429819,0.794448878564765,0.110546494574712,"male",0.26196620566762,"Colon",0.014,0.004,0,0.004,0.01,0.002,0.01,0.008,0.008,0.002,0.006,0.004,0,0,0.008,0.002,0.002,0.006,0.092,0.014,0.548,0.004,0.014,0.002,0.014,0.002,0.024,0.006,0.016,0.008,0.002,0.012,0.012,0.006,0.002,0.014,0.036,0.026,0.016,0,0.006,0.026,0.008,8.05217876378197,4.40754964588925,"203548870035_R03C01",4,0,"Gastric"
"X203548970006_R01C01",17.2125836878971," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.246197417783816,0,0.982070812282729,0.770195227324848,0.120639825871242,"male",0.264755960037077,"Colon",0.018,0.018,0.01,0.018,0.02,0.008,0.02,0.008,0.018,0.006,0.02,0.002,0,0.008,0.006,0,0.02,0.004,0.106,0.01,0.334,0.008,0.022,0,0.04,0.004,0.016,0.004,0.022,0.014,0.006,0.006,0.01,0.006,0.004,0.034,0.05,0.028,0.018,0.002,0.012,0.022,0.018,2.21258368789707,5.10171704591902,"203548970006_R01C01",15,0,"Gastric"
"X203548970057_R08C01",13.2425108822207," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.233335374703216,0,0.990746433095892,0.788823310130581,0.114313864784716,"male",0.274873552215848,"Colon",0.012,0.006,0,0,0.006,0.004,0.01,0.008,0.018,0,0.012,0.004,0,0,0.006,0,0.006,0.006,0.1,0.006,0.532,0.002,0.022,0,0.03,0.002,0.02,0.008,0.016,0.004,0.006,0.008,0.002,0.004,0,0.018,0.036,0.032,0.008,0.002,0.004,0.036,0.004,-1.75748911777928,1.13164424024267,"203548970057_R08C01",15,0,"Gastric"
"X203548970036_R06C01",19.5174165951024," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.238087192571728,0,0.98442758439746,0.75972433623374,0.124193067596157,"male",0.261863524918384,"Colon",0.016,0.024,0.01,0.006,0.022,0.002,0.014,0.008,0.016,0.008,0.018,0.008,0,0.004,0.014,0,0.012,0.006,0.1,0.02,0.282,0.004,0.02,0,0.046,0.006,0.014,0.02,0.034,0.022,0.006,0.014,0.01,0.01,0.004,0.028,0.048,0.032,0.03,0,0.012,0.036,0.014,4.51741659510245,7.4065499531244,"203548970036_R06C01",15,0,"Gastric"
"X203548970038_R06C01",13.149682504996," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.233190173534641,0,0.983232243465523,0.781917660073904,0.114927396153301,"male",0.265153375176102,"Colon",0.008,0.01,0,0.002,0.008,0.006,0.006,0.012,0.026,0.004,0.018,0.006,0,0.004,0.002,0,0.002,0.008,0.096,0.026,0.422,0.004,0.016,0,0.03,0.008,0.026,0.006,0.018,0.018,0.008,0.018,0.014,0.004,0.008,0.028,0.04,0.03,0.018,0.002,0.006,0.014,0.018,-1.85031749500403,1.03881586301792,"203548970038_R06C01",15,0,"Gastric"
"X203774250096_R01C01",9.41847070308277," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.234650355011643,0,0.980045551386365,0.788794375838726,0.111287153038613,"male",0.256896624489156,"Colon",0.012,0.002,0,0.006,0.01,0,0.008,0.008,0.01,0,0.008,0.002,0,0,0.008,0.002,0.004,0.006,0.088,0.014,0.59,0.002,0.012,0,0.018,0.002,0.022,0.006,0.016,0.008,0.006,0.004,0.008,0.004,0.002,0.012,0.046,0.024,0.012,0,0,0.014,0.004,-0.581529296917227,-0.662287973401947,"203774250096_R01C01",10,0,"Gastric"
"X203548970038_R04C01",7.65909435579402," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.230797825914794,0,0.983380014325451,0.787488986334863,0.112375765267066,"male",0.257337490094244,"Colon",0.004,0.01,0,0.004,0.006,0.006,0.008,0.008,0.022,0.002,0.018,0.004,0,0.004,0.008,0,0.008,0.008,0.096,0.016,0.434,0.006,0.012,0,0.028,0.008,0.028,0.014,0.034,0.01,0.006,0.024,0.004,0.004,0.006,0.018,0.026,0.03,0.02,0.004,0.008,0.024,0.02,-2.34090564420598,-2.4216643206907,"203548970038_R04C01",10,0,"Gastric"
"X203548970006_R02C01",20.1760726295434," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.240439603666836,0,0.981860311672529,0.763088208538593,0.122252789538916,"male",0.266311309878076,"Colon",0.018,0.004,0.004,0.002,0.02,0.006,0.008,0.004,0.016,0.004,0.012,0.004,0.002,0,0.008,0.002,0.004,0.004,0.102,0.018,0.352,0.01,0.012,0,0.04,0.002,0.028,0.006,0.034,0.02,0.002,0.018,0.008,0.008,0.008,0.018,0.078,0.038,0.02,0.008,0.006,0.03,0.012,8.17607262954342,9.28327076686137,"203548970006_R02C01",12,0,"Gastric"
"X203774250146_R01C01",14.9225050030783," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.237500934438563,0,0.982335840529724,0.791439045846721,0.110300615134692,"male",0.258518839434049,"Colon",0.012,0.004,0,0.004,0.008,0.002,0.01,0.01,0.016,0.002,0.008,0.002,0,0.004,0.006,0,0.004,0.008,0.09,0.012,0.59,0.004,0.012,0,0.016,0.002,0.014,0.006,0.014,0.004,0.002,0.002,0.004,0.004,0,0.012,0.044,0.024,0.012,0,0.002,0.018,0.012,2.92250500307834,4.02970314039629,"203774250146_R01C01",12,0,"Gastric"
"X203548970044_R07C01",8.30405062502271," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.238964872825511,0,0.982892751532157,0.764024335014281,0.123627105198016,"male",0.258063473062736,"Colon",0.018,0.018,0.002,0.004,0.008,0.012,0.01,0.012,0.016,0.006,0.018,0.004,0,0.006,0.01,0,0.008,0.002,0.098,0.014,0.31,0.008,0.032,0.002,0.04,0.006,0.018,0.012,0.036,0.02,0.01,0.012,0.014,0.004,0,0.036,0.034,0.058,0.022,0.004,0.012,0.02,0.024,-3.69594937497729,-2.58875123765934,"203548970044_R07C01",12,0,"Gastric"
"X203548970031_R06C01",11.2797973113093," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.230509694759754,0,0.988946323987351,0.784022531167858,0.113700129500152,"male",0.2637028953133,"Colon",0.012,0.004,0,0.004,0.012,0.008,0.008,0.006,0.016,0,0.018,0.004,0,0.002,0.004,0,0.006,0.004,0.088,0.018,0.476,0.006,0.018,0,0.036,0.004,0.02,0.006,0.022,0.012,0.004,0.016,0.01,0.002,0.008,0.02,0.048,0.032,0.016,0.002,0.004,0.018,0.006,-0.720202688690723,0.386995448627223,"203548970031_R06C01",12,0,"Gastric"
"X203548970094_R07C01",11.9196952705675," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.227249536152739,0,0.982879701196996,0.761078790494059,0.121085317739527,"female",0.431977787188282,"Colon",0.024,0.01,0.002,0.004,0.016,0.012,0.01,0.002,0.026,0.012,0.02,0.008,0,0.006,0.008,0,0.008,0.006,0.1,0.012,0.296,0.012,0.018,0,0.034,0.01,0.024,0.016,0.032,0.016,0.008,0.032,0.014,0.01,0.004,0.034,0.046,0.032,0.022,0.002,0.006,0.028,0.018,2.91969527056752,2.24495818718146,"203548970094_R07C01",9,1,"Gastric"
"X203548970085_R07C01",9.92413600482596," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.230872316730687,0,0.989179161855423,0.768147239837345,0.119370647812589,"male",0.268770571145208,"Colon",0.022,0.016,0.004,0.006,0.016,0.004,0.006,0.008,0.018,0.014,0.022,0.004,0,0.004,0.01,0,0.008,0.004,0.084,0.022,0.336,0.008,0.02,0.002,0.05,0.004,0.026,0.006,0.028,0.02,0.006,0.01,0.012,0.008,0.004,0.03,0.052,0.038,0.024,0.002,0.01,0.024,0.008,-5.07586399517404,-2.1867306371521,"203548970085_R07C01",15,0,"Gastric"
"X203548970085_R02C01",8.01684087644042," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.224326475433706,0,0.981531976007939,0.753343115736182,0.123011050855904,"female",0.406242537214164,"Colon",0.018,0.016,0,0.01,0.016,0.002,0.006,0.006,0.028,0.002,0.03,0.006,0,0.006,0.002,0,0.01,0.008,0.118,0.014,0.27,0.01,0.016,0,0.038,0.008,0.018,0.014,0.042,0.024,0.006,0.014,0.016,0.022,0,0.036,0.076,0.02,0.032,0.002,0.002,0.024,0.012,-2.98315912355958,-2.46993939314297,"203548970085_R02C01",11,1,"Gastric"
"X203548970061_R01C01",13.6112333366952," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.238496731007197,0,0.984300213795325,0.793745384721469,0.110495763081132,"female",0.445439712346508,"Colon",0.016,0.002,0,0,0.014,0,0.012,0.006,0.016,0.002,0.008,0.004,0,0.002,0.008,0,0.006,0.004,0.088,0.01,0.58,0.002,0.014,0.002,0.018,0.002,0.016,0.004,0.016,0,0.006,0.012,0.002,0.006,0.006,0.014,0.034,0.028,0.006,0.002,0.002,0.016,0.014,1.61123333669519,2.71843147401314,"203548970061_R01C01",12,1,"Gastric"
"X203548970036_R02C01",12.9210137370705," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.237712592351276,0,0.985527813701926,0.789461004735383,0.112641119634063,"female",0.442587900461472,"Colon",0.016,0.012,0.004,0.006,0.006,0.002,0.012,0.004,0.02,0,0.004,0.006,0,0.002,0.006,0.002,0.002,0.006,0.094,0.02,0.508,0.004,0.014,0.002,0.028,0.004,0.026,0.006,0.008,0.002,0.004,0.014,0.004,0.006,0,0.022,0.04,0.036,0.002,0,0.004,0.022,0.02,0.921013737070476,2.02821187438842,"203548970036_R02C01",12,1,"Gastric"
"X203548970044_R03C01",13.6795272931709," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.239008650601446,0,0.985968843403048,0.780690837849217,0.115599043900395,"female",0.420468941154303,"Colon",0.018,0.004,0.002,0.008,0.012,0.01,0.014,0.006,0.026,0.008,0.004,0.006,0,0.004,0.008,0.002,0.01,0.004,0.09,0.012,0.418,0.008,0.016,0.004,0.028,0,0.032,0.008,0.024,0.002,0.004,0.02,0.006,0.006,0.004,0.026,0.044,0.04,0.018,0.004,0.004,0.018,0.018,1.67952729317088,2.78672543048882,"203548970044_R03C01",12,1,"Gastric"
"X203774250146_R03C01",18.1081419738243," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.237352064121883,0,0.982334525497464,0.786850717578984,0.112859124197056,"female",0.449737775819376,"Colon",0.012,0.004,0,0.006,0.008,0.002,0.012,0.008,0.014,0.004,0.004,0.004,0,0,0.006,0,0.002,0.006,0.074,0.014,0.59,0,0.018,0,0.018,0.002,0.016,0.008,0.012,0.008,0.006,0.006,0.004,0.004,0,0.016,0.044,0.028,0.012,0,0.006,0.014,0.008,4.10814197382434,6.40329692494496,"203774250146_R03C01",14,1,"Gastric"
"X203548970085_R08C01",11.4856656752193," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.237281727601345,0,0.979488088808119,0.784876181951266,0.112955246146641,"female",0.434727526960874,"Colon",0.008,0.008,0,0.004,0.006,0.004,0.008,0.01,0.012,0.004,0.016,0.006,0,0.002,0.016,0,0.002,0.006,0.086,0.016,0.458,0.002,0.016,0,0.03,0.018,0.018,0.008,0.03,0.01,0.002,0.016,0.012,0.006,0.006,0.024,0.026,0.028,0.026,0.002,0.002,0.026,0.02,-2.51433432478071,-0.219179373660093,"203548970085_R08C01",14,1,"Gastric"
"X203548970084_R08C01",11.9813975335611," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.235420003349303,0,0.982340824804443,0.786309334236753,0.111708080140382,"female",0.464244127493808,"Colon",0.022,0.006,0,0,0.008,0.002,0.01,0.012,0.018,0,0.02,0.002,0,0.002,0.008,0,0.004,0.006,0.098,0.02,0.45,0.006,0.016,0,0.026,0.004,0.018,0.014,0.02,0.018,0.004,0.008,0.016,0.006,0.006,0.024,0.022,0.036,0.016,0.002,0.002,0.03,0.018,-2.01860246643886,0.276552484681752,"203548970084_R08C01",14,1,"Gastric"
"X203548970006_R08C01",11.5395683961196," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.233145085916018,0,0.986339747466175,0.773357390013952,0.117407011701919,"female",0.465808726314239,"Colon",0.014,0.014,0,0.006,0.008,0.006,0.016,0.008,0.01,0.004,0.014,0.004,0,0.002,0.004,0.002,0.006,0.006,0.09,0.02,0.396,0.008,0.014,0,0.036,0.004,0.022,0.016,0.032,0.018,0.008,0.018,0.02,0.004,0.004,0.03,0.04,0.03,0.016,0.004,0.004,0.02,0.022,-2.46043160388042,-0.165276652759805,"203548970006_R08C01",14,1,"Gastric"
"X203548970038_R03C01",17.6143494156127," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.237876171139085,0,0.984275755769534,0.783273335953215,0.115527344037018,"female",0.438199496341029,"Colon",0.014,0.01,0.002,0.006,0.01,0,0.004,0.008,0.018,0.004,0.012,0.004,0,0,0.008,0,0.002,0.008,0.1,0.01,0.504,0.004,0.018,0,0.024,0.004,0.014,0.004,0.008,0.012,0.004,0.016,0.008,0.006,0.006,0.026,0.042,0.02,0.014,0.002,0.006,0.02,0.018,1.61434941561265,5.09746118053593,"203548970038_R03C01",16,1,"Gastric"
"X203774250096_R07C01",8.8231561414916," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.235691600960833,0,0.98041859291508,0.789492837074885,0.110769657203324,"female",0.447757813928383,"Colon",0.01,0.01,0.002,0.002,0.008,0.004,0.008,0.01,0.02,0.002,0.022,0.002,0,0,0.01,0,0.006,0.006,0.084,0.02,0.434,0.006,0.02,0,0.03,0.006,0.02,0.012,0.034,0.012,0.002,0.02,0.012,0.006,0.006,0.01,0.042,0.03,0.028,0.002,0.004,0.028,0.01,0.823156141491598,-0.445559348795789,"203774250096_R07C01",8,1,"Gastric"
"X203548970006_R03C01",19.6025916983674," Warning: meanMethBySample is <0.25 MAJOR Warning: The methylation levels of this sample have a very low correlation with the expected values: corSampleVSgoldstandard<0.75. WARNING: Predicted tissue does not match the column Tissue",0,0.227978345072178,0,0.982404213464778,0.743862406953766,0.126379363652314,"female",0.416849891307597,"Colon",0.016,0.006,0.004,0.004,0.026,0.01,0.006,0.012,0.024,0.004,0.01,0.002,0.002,0.004,0.008,0,0.006,0.006,0.134,0.01,0.324,0.012,0.016,0,0.042,0.008,0.01,0.014,0.024,0.01,0.014,0.002,0.008,0.016,0,0.042,0.05,0.036,0.028,0.002,0.004,0.032,0.012,5.60259169836738,7.89774664948799,"203548970006_R03C01",14,1,"Gastric"
"X203548970044_R04C01",5.88473496224116," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.237026476810118,0,0.984559138247968,0.769007792469635,0.120603435550012,"male",0.254253886486028,"Colon",0.014,0.01,0.004,0.004,0.018,0.004,0.01,0.002,0.018,0,0.022,0.004,0,0.002,0.01,0.002,0.016,0.01,0.104,0.012,0.378,0.006,0.022,0,0.04,0.008,0.014,0.014,0.028,0.01,0.006,0.018,0.008,0.01,0.008,0.016,0.05,0.032,0.014,0.004,0.002,0.028,0.018,-5.11526503775884,-4.60204530734223,"203548970044_R04C01",11,0,"Gastric"
"X203548870033_R03C01",9.21589347358088," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.235835116739902,0,0.990331736559227,0.791677173364005,0.110895623476015,"male",0.264045678401551,"Colon",0.014,0.004,0,0,0.006,0,0.012,0.008,0.014,0.002,0.008,0.006,0,0.002,0.006,0,0.006,0.004,0.08,0.014,0.564,0.006,0.012,0,0.018,0.002,0.016,0.004,0.01,0.004,0.002,0.014,0.014,0.004,0.004,0.016,0.038,0.032,0.02,0,0.006,0.018,0.01,2.21589347358088,0.353199576392163,"203548870033_R03C01",7,0,"Gastric"
"X203548970084_R06C01",8.05236994471878," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.227482683755309,0,0.982901168596996,0.777228117744418,0.116164707545236,"male",0.265215824426126,"Colon",0.018,0.01,0,0.006,0.004,0,0.004,0.006,0.018,0.002,0.02,0.004,0.002,0,0.01,0.004,0.008,0.006,0.086,0.016,0.416,0.006,0.02,0,0.04,0.008,0.016,0.006,0.042,0.014,0.01,0.016,0.012,0.01,0.008,0.02,0.042,0.02,0.026,0.008,0.002,0.028,0.006,1.05236994471878,-0.810323952469941,"203548970084_R06C01",7,0,"Gastric"
"X203548870043_R03C01",12.0857385021744," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.241977113771394,0,0.98244393150495,0.782573618921572,0.114915696956815,"female",0.461858624697934,"Colon",0.014,0.006,0.002,0.002,0.012,0.004,0.012,0.01,0.02,0.006,0.006,0.004,0,0.006,0.008,0.004,0.006,0.004,0.066,0.018,0.476,0.006,0.008,0.002,0.04,0.002,0.016,0.004,0.032,0.01,0.002,0.01,0.002,0.006,0.004,0.03,0.04,0.034,0.018,0.002,0.006,0.02,0.02,-1.91426149782555,0.380893453295061,"203548870043_R03C01",14,1,"Gastric"
"X203774250096_R08C01",6.66031063467463," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.23299881697036,0,0.98216878430174,0.780873207167567,0.114054902227616,"female",0.473002866068673,"Colon",0.01,0.008,0,0.008,0.008,0.004,0.006,0.008,0.03,0.004,0.02,0.006,0,0.004,0.012,0,0.008,0.004,0.082,0.02,0.408,0.008,0.02,0,0.036,0.004,0.022,0.014,0.034,0.026,0.002,0.016,0.004,0.01,0.002,0.02,0.028,0.036,0.022,0.002,0.004,0.018,0.022,-7.33968936532537,-5.04453441420476,"203774250096_R08C01",14,1,"Gastric"
"X203548970057_R02C01",13.8261692767187," Warning: meanMethBySample is <0.25 Warning: Relatively low correlation between the methylation levels of this sample and the expected values: corSampleVSgoldstandard<0.85. WARNING: Predicted tissue does not match the column Tissue",0,0.238118361720389,0,0.981645062632669,0.787378615583849,0.112533272768651,"female",0.445467912815021,"Colon",0.02,0.006,0.002,0.002,0.008,0.002,0.01,0.008,0.018,0.002,0.006,0.004,0,0.008,0.012,0.002,0.006,0.006,0.086,0.012,0.46,0.004,0.008,0.002,0.04,0.004,0.024,0.006,0.02,0.012,0.006,0.016,0.004,0.006,0.006,0.028,0.05,0.026,0.014,0,0.004,0.016,0.024,4.82616927671869,4.15143219333264,"203548970057_R02C01",9,1,"Gastric"
