"ID","Name","NumGenes","CorrectedPvalue","Multifunctionality","GeneMemberDiff"
"GO:0001505","regulation of neurotransmitter levels",345,7e-05,0.988,"AASDH, ACP5, ADORA2B, ADRA1A, AGXT, AGXT2, APBA1, APBA2, ATP1A2, ATP2A2, BHMT, BTBD9, CACNA1B, CADPS2, CAMK2A, CD36, CHAT, CHRM2, CHRNB4, CLEC7A, CLU, CNR1, CPLX1, CPLX4, CTBP2, DAGLA, DDAH1, DDC, DGKI, DMGDH, DNM2, DOC2B, DPYD, DPYS, DRD2, DRD3, DVL1, ENPP6, ERC2, GDNF, GIT1, GLYAT, GRIK5, GRIN2A, GRIN3A, GRM4, HBB, HDC, HNMT, HSP90AB1, HSPA8, HTR2A, IFNG, ITGB3, KCNC4, KCNJ10, KMO, LIN7A, LRRK2, MCTP1, MMP8, NF1, NLGN1, NOS1, NRXN1, NRXN2, NTSR1, OTOF, PAH, PCLO, PDE1B, PFN2, PIP5K1C, POR, PPFIA2, PPFIA4, PRG3, PRIMA1, PRKCB, PRKCG, PTPRN2, RAB3B, RHOT1, RIMS1, RIMS3, RIMS4, RNF180, RORA, RPH3A, SARDH, SLC17A7, SLC18A1, SLC22A3, SLC44A4, SLC6A1, SLC6A11, SLC6A9, SLC7A11, SNAP25, SNAP47, SNCAIP, STX11, STX1B, SYT1, SYT12, SYT2, SYT4, SYT8, SYT9, TH, TLR4, TLR6, TPH2, TRH, UNC13A, UNC13B, UNC13C, UPB1"
"GO:0035249","synaptic transmission, glutamatergic",37,8e-05,0.748,"CDH8, CDHR3, CNIH3, GRIA1, GRIA4, GRID1, GRID2, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, GRIN2A, GRIN2B, GRIN3A, NF1, SHC3, SLC17A6, SLC17A7, SLC1A4, UNC13A, UNC13B, UNC13C"
"GO:0035637","multicellular organismal signaling",132,8e-05,0.964,"ABCC9, ANK2, ATP1A2, CACNA1C, CACNA1G, CACNA1H, CACNA1I, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB4, CACNG2, CACNG4, CACNG5, CAMK2D, CASQ2, CLCN1, CNTNAP2, CTNNA3, DMRT3, DSC2, GPR88, GRIK2, HCN4, JUP, KCNA1, KCNA2, KCND2, KCND3, KCNE4, KCNIP1, KCNIP4, KCNJ12, KCNJ4, KCNJ5, KCNMB2, KCNQ1, MAG, MEF2A, NFASC, NTRK2, NTRK3, PAFAH1B1, RYR2, SCN11A, SCN1A, SCN2B, SCN3A, SCN4A, SCN5A, SCN7A, SCN9A, SLC8A1, SPTBN4, TNNI3K"
"GO:0003013","circulatory system process",387,1e-04,0.989,"ABR, ACSM3, ACTA2, ADAMTS16, ADIPOQ, ADORA1, ADORA2B, ADRA1A, ADRA1D, AGTR1, AKAP13, ANGPT1, ANK2, ASIC2, ATP1A2, BDKRB1, BMP6, BMPR2, C9orf3, CACNA1B, CACNA1C, CACNA1G, CACNA2D1, CAMK2D, CASQ2, CASR, CD38, CDH5, CES1, CHRM3, CNR1, COL1A2, COL4A3, CORIN, CPA3, CRH, CTNNBIP1, CTSG, CTSZ, CXCL12, CXCR2, CYP11B1, DDAH1, DOCK4, DRD2, DRD3, EDN3, ELN, EMP2, FGB, FGF12, FGG, FLI1, FYN, GLP1R, GPR37L1, HBB, HCN4, HMOX1, HRH1, HRH2, HTR2A, HTR7, IMMP2L, INS, KCND3, KCNE4, KCNJ5, KCNJ8, KCNMA1, KCNMB1, KCNMB2, KCNQ1, LPA, LRP5, MC3R, MME, MYH6, MYH7, MYL1, MYL2, MYL4, MYLK2, MYLK3, MYOF, NAV2, NCALD, NEDD4L, NOS1, NOX4, NPR1, NTSR1, OLR1, PDE2A, PDE3A, PDE4D, POSTN, PRKG1, PTP4A3, PTPRJ, PTPRM, PTPRO, RAMP3, RCAN1, REN, RNLS, RYR2, SCN1A, SCN2B, SCN5A, SERPING1, SGCD, SGCG, SGCZ, SLC2A5, SLC4A5, SLC8A1, SLIT2, SMTNL1, STK39, TACR3, TBC1D8, TNNI1, TNNT3, TRDN, TRPV4, TTN, VEGFC, VIP, WWTR1"
"GO:0032412","regulation of ion transmembrane transporter activity",257,1e-04,0.984,"ACTN2, ACTN4, AHNAK, AKAP6, ANK2, APOPT1, ATP1A2, CACNA2D1, CACNB4, CACNG2, CACNG4, CACNG5, CAMK2D, CASQ1, CASQ2, CCR2, CFTR, CHP1, CNIH3, CRH, CRHBP, CRHR1, DLG2, DLG4, DNM2, DRD2, DRD3, DYSF, FGF12, FGF14, FXYD2, FXYD3, FXYD6, GRIA1, GRIA4, GRIN2A, GRIN2B, GRM5, GSG1L, HAP1, HECW1, HECW2, HSPA2, IFNG, JPH1, JPH3, JPH4, KCNA1, KCNAB1, KCNC2, KCNE4, LRRC55, LRRC7, MINK1, MYO5A, NEDD4L, NETO1, NETO2, NLGN1, NLGN2, NOS1, NTSR1, OPRM1, OR56A1, OR5T1, PDE4B, PDE4D, PPIF, PRKCE, RASGRF1, RELN, RRAD, RYR2, SCN2B, SHANK1, SHANK2, SHISA6, SHISA9, STAC, STAC2, STIM1, STK39, TESC, THADA, TLR9, TRDN, TREM2, TRPC6, UTRN, WWP2"
"GO:1900449","regulation of glutamate receptor signaling pathway",62,1e-04,0.861,"ACTN2, CACNG2, CACNG4, CACNG5, CCR2, CNIH3, CRH, CRHBP, DLG2, DLG4, FYN, GRIA1, GRIA4, GRIN2A, GRIN2B, GSG1L, IFNG, LRRC7, MINK1, NECAB2, NETO1, NETO2, NLGN1, NLGN2, OPRM1, RASGRF1, RELN, SHANK1, SHANK2, SHISA6, SHISA9, UNC13A"
"GO:0048167","regulation of synaptic plasticity",187,2e-04,0.98,"ADCY8, ADORA1, ARF1, CAMK2A, CAMK2B, CD38, CHRNA7, CNTN2, CNTN4, CRH, CRHR2, DGKI, DLG4, DRD2, FAM107A, FGF14, GRIA1, GRID2, GRID2IP, GRIK2, GRIN2A, GRIN2B, GRM5, HRH1, HRH2, IGSF11, INS, JPH3, JPH4, KCNB1, KCNJ10, KIT, LZTS1, MAP1B, MCTP1, MME, MPP2, NETO1, NEURL1, NF1, NLGN1, NPTN, NTRK2, PRKCZ, PTN, RASGRF1, RELN, RIMS1, RIMS3, RIMS4, RIN1, SCGN, SHANK1, SHANK2, SHISA6, SHISA9, SLC24A2, SLC4A10, SNAP25, SNAP47, SORCS2, SORCS3, SSH1, SYNPO, SYT12, SYT4, TNR, TSHZ3, UNC13A, UNC13B, UNC13C"
"GO:0022898","regulation of transmembrane transporter activity",266,2e-04,0.985,"ACTN2, ACTN4, AHNAK, AKAP6, ANK2, APOPT1, ATP1A2, CACNA2D1, CACNB4, CACNG2, CACNG4, CACNG5, CAMK2D, CASQ1, CASQ2, CCR2, CFTR, CHP1, CNIH3, CRH, CRHBP, CRHR1, DLG2, DLG4, DNM2, DRD2, DRD3, DYSF, FGF12, FGF14, FXYD2, FXYD3, FXYD6, GRIA1, GRIA4, GRIN2A, GRIN2B, GRM5, GSG1L, HAP1, HECW1, HECW2, HSPA2, IFNG, INS, JPH1, JPH3, JPH4, KCNA1, KCNAB1, KCNC2, KCNE4, LRRC55, LRRC7, MINK1, MYO5A, NEDD4L, NETO1, NETO2, NLGN1, NLGN2, NOS1, NTSR1, OPRM1, OR56A1, OR5T1, PDE4B, PDE4D, PPIF, PRKCE, RASGRF1, RELN, RRAD, RYR2, SCN2B, SHANK1, SHANK2, SHISA6, SHISA9, STAC, STAC2, STIM1, STK39, TESC, THADA, TLR9, TRDN, TREM2, TRPC6, TWIST1, UTRN, WWP2"
"GO:0099643","signal release from synapse",98,2e-04,0.952,"APBA1, CACNA1B, CADPS2, CHAT, CPLX1, CPLX4, CTBP2, DGKI, DOC2B, DVL1, ERC2, GRM4, HSPA8, LIN7A, NF1, NLGN1, NRXN1, NRXN2, OTOF, PCLO, PIP5K1C, PPFIA2, PPFIA4, PTPRN2, RIMS1, RIMS3, RIMS4, RPH3A, SLC6A9, SNAP25, SNAP47, STX11, STX1B, SYT1, SYT12, SYT2, SYT4, SYT6, SYT8, SYT9, UNC13A, UNC13B, UNC13C"
"GO:0031346","positive regulation of cell projection organization",375,2e-04,0.944,"ALK, ARF1, ATP8A2, AUTS2, BCAS3, BDNF, BMP5, BMP7, BMPR2, CAMK1D, CAMK2B, CDC42EP3, CDH4, CDKL3, CFLAR, CHODL, CLRN1, CNR1, CNTN1, COBL, CORO1C, CPNE5, CPNE6, CPNE9, CREB3L2, CROCC, CUX1, CUX2, CXCL12, DISC1, DLG4, DNM2, DPYSL3, DSCAM, DVL1, EFNA5, ESPN, FES, FGFR1, FIG4, FN1, FYN, GPC2, GPM6A, GRIP1, HAP1, HDAC4, HGF, INS, IQGAP1, KALRN, KIT, LIMK1, LPAR1, LRRC7, LYN, MAGI2, MAP1B, MAP2K1, MAP2K2, MAPK6, MARK2, MARK4, MEGF8, NAV3, NDEL1, NEDD4L, NEGR1, NEURL1, NFE2L2, NGF, NGFR, NLGN1, NPTN, NRP1, NTN1, NTRK1, NTRK2, NTRK3, PACSIN1, PAFAH1B1, PALM, PLEKHM1, PLXNA4, PLXNB2, PLXNC1, PRKD1, PTN, PTPRD, RAB8B, RALA, RELN, RET, RIMS1, RIT2, ROBO1, ROBO2, ROR1, ROR2, RP1, SEMA5A, SEPT9, SHANK1, SHANK2, SLIT2, SLITRK1, SMURF1, SYT1, SYT17, SYT2, SYT4, TENM2, TENM3, TIAM1, TRAK1, TWF2, UNC13A, WNT5A, ZEB2, ZMYND8, ZNF804A"
"GO:0006936","muscle contraction",237,2e-04,0.949,"ACTA2, ACTN2, ADRA1A, ANK2, ANKRD2, ATP1A2, ATP2A2, ATP8A2, CACNA1C, CACNA1G, CACNA1H, CACNA2D1, CALD1, CAMK2D, CASQ2, CD38, CHRM3, CHRNB4, CHRND, CKMT2, CLCN1, DRD2, DTNA, DYSF, EDN3, FGF12, GDNF, GNAO1, HCN4, HTR2A, HTR7, KCND3, KCNE4, KCNJ12, KCNJ5, KCNJ8, KCNMA1, KCNQ1, LMOD1, LMOD2, MB, MYH11, MYH6, MYH7, MYL1, MYL10, MYL2, MYL4, MYLK, MYLK2, MYOF, MYOM1, MYOM2, MYOM3, NEB, NEDD4L, NMUR1, NOS1, PDE4D, PTGER3, PXN, RCSD1, RYR1, RYR2, SCN1A, SCN2B, SCN4A, SCN5A, SCN7A, SGCD, SLC8A1, SNTB1, SORBS1, STAC, STAC2, SULF1, SULF2, SYNM, TNNI1, TNNT3, TPCN2, TPM4, TRDN, TRIM63, TTN, UTRN"
"GO:0003012","muscle system process",290,2e-04,0.966,"ACTA2, ACTN2, ADORA1, ADORA2B, ADRA1A, AKAP13, ANK2, ANKRD2, ATP1A2, ATP2A2, ATP8A2, CACNA1C, CACNA1G, CACNA1H, CACNA2D1, CALD1, CAMK2D, CAMTA2, CASQ2, CD38, CFLAR, CHRM3, CHRNB4, CHRND, CKMT2, CLCN1, DRD2, DTNA, DYSF, EDN3, FGF12, GATA4, GDNF, GNAO1, HCN4, HDAC2, HDAC4, HMOX1, HTR2A, HTR7, IGF1, IL15, KCND3, KCNE4, KCNJ12, KCNJ5, KCNJ8, KCNMA1, KCNQ1, LMOD1, LMOD2, MAP2K4, MB, MYH11, MYH6, MYH7, MYL1, MYL10, MYL2, MYL4, MYLK, MYLK2, MYOF, MYOM1, MYOM2, MYOM3, NEB, NEDD4L, NMUR1, NOS1, PDE4D, PRKG1, PTGER3, PXN, RCSD1, RYR1, RYR2, SCN1A, SCN2B, SCN4A, SCN5A, SCN7A, SGCD, SLC8A1, SNTB1, SORBS1, SORBS2, STAC, STAC2, SULF1, SULF2, SYNM, TIAM1, TNNI1, TNNT3, TPCN2, TPM4, TRDN, TRIM63, TTN, UTRN"
"GO:0008015","blood circulation",377,3e-04,0.989,"ABR, ACSM3, ACTA2, ADAMTS16, ADIPOQ, ADORA1, ADORA2B, ADRA1A, ADRA1D, AGTR1, ANGPT1, ANK2, ASIC2, ATP1A2, BDKRB1, BMP6, BMPR2, C9orf3, CACNA1B, CACNA1C, CACNA1G, CACNA2D1, CAMK2D, CASQ2, CASR, CD38, CDH5, CES1, CHRM3, CNR1, COL1A2, COL4A3, CORIN, CPA3, CRH, CTNNBIP1, CTSG, CTSZ, CXCL12, CXCR2, CYP11B1, DDAH1, DOCK4, DRD2, DRD3, EDN3, ELN, EMP2, FGB, FGF12, FGG, FLI1, GLP1R, GPR37L1, HBB, HCN4, HMOX1, HRH1, HRH2, HTR2A, HTR7, IMMP2L, INS, KCND3, KCNE4, KCNJ5, KCNJ8, KCNMA1, KCNMB1, KCNMB2, KCNQ1, LPA, LRP5, MC3R, MME, MYH6, MYH7, MYL1, MYL2, MYL4, MYLK2, MYLK3, MYOF, NAV2, NCALD, NEDD4L, NOS1, NPR1, NTSR1, OLR1, PDE2A, PDE3A, PDE4D, POSTN, PRKG1, PTP4A3, PTPRJ, PTPRM, PTPRO, RCAN1, REN, RNLS, RYR2, SCN1A, SCN2B, SCN5A, SERPING1, SGCD, SGCG, SGCZ, SLC2A5, SLC4A5, SLC8A1, SLIT2, SMTNL1, STK39, TACR3, TBC1D8, TNNI1, TNNT3, TRDN, TRPV4, TTN, VEGFC, VIP"
"GO:0007269","neurotransmitter secretion",97,3e-04,0.952,"APBA1, CACNA1B, CADPS2, CHAT, CPLX1, CPLX4, CTBP2, DGKI, DOC2B, DVL1, ERC2, GRM4, HSPA8, LIN7A, NF1, NLGN1, NRXN1, NRXN2, OTOF, PCLO, PIP5K1C, PPFIA2, PPFIA4, PTPRN2, RIMS1, RIMS3, RIMS4, RPH3A, SLC6A9, SNAP25, SNAP47, STX11, STX1B, SYT1, SYT12, SYT2, SYT4, SYT8, SYT9, UNC13A, UNC13B, UNC13C"
"GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",82,3e-04,0.943,"ADCY2, ADCY5, ADCY7, ADCY8, ADCY9, ADORA1, CASR, CHRM2, CHRM3, CHRM4, DRD2, DRD3, FPR2, GABBR1, GNAI2, GNAL, GNAZ, GPR176, GPR37, GPR37L1, GRIK3, GRM2, GRM3, GRM4, GRM7, GRM8, HTR1E, HTR5A, LPAR1, MARCO, NPY2R, OPRD1, OPRM1, OR56A1, OR5T1, PALM, PDE2A"
"GO:0031644","regulation of neurological system process",132,3e-04,0.99,"ACPP, ADORA1, CACNG4, CACNG5, CELF4, CHRNA7, CHRNB4, CUX2, DAG1, DLG4, DVL1, EIF2AK3, FAM19A4, FGF12, FIG4, GRM1, HGF, IGSF11, ITGAX, LRRK2, MAG, MGLL, NETO1, NLGN1, NLGN2, NMUR2, NPY2R, NRXN1, NTSR1, OPRD1, OPRM1, PARD3, PRKCZ, RELN, RIMS1, SCN11A, SH3GL1, SHANK1, SHANK2, SHISA6, SHISA9, SLC25A12, SSH1, STX1B, TENM4, TMEM100, TMEM108, TNFRSF1B, TNFRSF21, TNR, UNC13B, VIP, WASF3, ZMYND8"
"GO:0002063","chondrocyte development",40,4e-04,0.752,"ACAN, BMPR2, CHST11, COL12A1, COL14A1, COL20A1, COL27A1, COL6A3, COL7A1, ECM1, EIF2AK3, MATN2, MBL2, MEX3C, POC1A, RUNX2, SCARA3, SFRP2, SULF1, SULF2, TGFBR2, VIT, VWA1"
"GO:0042692","muscle cell differentiation",237,4e-04,0.97,"ACTN2, ACVR1, ADRA1A, AKAP13, ALPK2, ALPK3, ANK2, ARID1A, ATP2A2, CACNA1H, CACNA2D2, CAPN2, CASQ1, CASQ2, CAV2, CD9, CDH2, CFLAR, CSRP1, DNER, DYSF, EPC1, FGF10, FHL2, FHOD3, GATA4, H3F3B, IGF1, IGF2, IGFBP5, ITGA8, KCNH1, KDM6B, KRT19, LMNA, LMOD1, LMOD2, LRRC10, MAP2K4, MEF2A, MYF5, MYF6, MYH11, MYH6, MYH9, MYL2, MYLK3, MYO18B, MYOF, MYOM1, MYOM2, MYOM3, NEB, NFATC2, NOS1, NOX4, NRAP, NRG1, OBSCN, PDGFRA, PGM5, QKI, RARB, RORA, RYR1, SGCD, SGCZ, SLC8A1, SMARCD3, SMYD3, SORBS2, SOX6, SYNE1, SYNPO2L, SYPL2, TANC1, TBX5, TNNT3, TTN, WFIKKN2, WNT8A, WT1"
"GO:0050806","positive regulation of synaptic transmission",144,6e-04,0.998,"ADCY8, ADORA1, ADRA1A, CCR2, CHRNA7, CLSTN2, CNR1, CRH, CRHR2, CUX2, DLG4, DRD2, DVL1, GRIK2, GRIN2A, GRIN2B, HAP1, IGSF11, INS, KMO, LAMA2, LGI1, MME, MPP2, NETO1, NLGN1, NLGN2, NPS, NPTN, NRXN1, NTRK1, NTRK2, NTSR1, PRKCE, PRKCZ, PTN, RAB3B, RAPSN, RELN, RIMS1, RIMS3, RIMS4, ROR2, SHANK1, SHANK2, SLC24A2, SNAP25, SNAP47, SSH1, STX1B, SYT1, SYT12, SYT9, TNR, TSHZ3, UNC13A, UNC13B"
"GO:0008038","neuron recognition",49,6e-04,0.708,"CNR1, CNTN2, CNTN4, CNTN6, CNTNAP2, CRTAC1, DSCAM, DSCAML1, GAP43, IGSF9, MEGF8, NCAM2, NDN, NEXN, NPTN, NRP1, NTM, OPCML, PALLD, PCDH12, ROBO1, ROBO2, ROBO4, SEMA5A, TNFRSF21, TNN"
"GO:0050890","cognition",289,6e-04,0.962,"ABCA7, ADCY8, ADORA1, ATP1A2, ATXN1, BDNF, BRINP1, BTBD9, CCL11, CHRNA7, CNR1, CNTN2, CNTNAP2, CRH, CRHBP, CUX2, DGKI, DLG4, DRD2, DRD3, FAM107A, FAM19A2, FEN1, FOS, FYN, GABRA5, GLP1R, GPR88, GRIA1, GRIN2A, GRIN2B, GRM5, GTF2A1L, HLA-DRA, HRH1, HRH2, HTR2A, INS, ITGA5, ITGA8, JAKMIP1, JPH3, JPH4, KALRN, KCNAB1, KIT, LDLR, LHCGR, LMX1A, MME, NETO1, NF1, NGF, NPS, NPTN, NQO2, NRXN1, NRXN2, NRXN3, NTRK1, NTRK2, NTSR1, PAFAH1B1, PAK6, PDE1B, PICALM, PLCB1, PRKAR2B, PRKCG, PRKCZ, PTN, PTPRZ1, RAG1, RASGRF1, RELN, RIN1, SHANK1, SHANK2, SHC3, SLC12A5, SLC17A7, SLC1A4, SLC24A2, SLC6A1, SLC7A11, SNAP25, SORCS3, ST3GAL4, SYNPO, SYT4, TANC1, TH, TNR, TTBK1, TUSC3, VIP"
"GO:0007611","learning or memory",252,8e-04,0.978,"ABCA7, ADCY8, ATP1A2, ATXN1, BDNF, BRINP1, BTBD9, CCL11, CHRNA7, CNR1, CNTN2, CNTNAP2, CRH, CRHBP, CUX2, DGKI, DLG4, DRD2, DRD3, FAM19A2, FEN1, FOS, FYN, GABRA5, GLP1R, GPR88, GRIA1, GRIN2A, GRIN2B, GRM5, HRH1, HRH2, HTR2A, ITGA5, ITGA8, JPH3, JPH4, KALRN, KCNAB1, KIT, LDLR, LMX1A, MME, NETO1, NF1, NGF, NPS, NPTN, NQO2, NRXN1, NRXN2, NRXN3, NTRK1, NTRK2, NTSR1, PAFAH1B1, PAK6, PDE1B, PICALM, PLCB1, PRKAR2B, PRKCG, PRKCZ, PTN, PTPRZ1, RAG1, RASGRF1, RELN, RIN1, SHANK1, SHANK2, SHC3, SLC12A5, SLC17A7, SLC24A2, SLC6A1, SLC7A11, SNAP25, SORCS3, SYNPO, SYT4, TANC1, TH, TNR, TTBK1, VIP"
"GO:0048589","developmental growth",372,9e-04,0.971,"ADRA1A, AKAP13, ANKRD11, ANXA2, APBA1, APBA2, APOA5, ARID5B, AUTS2, BDNF, BNC2, BRCA2, CCL11, CD9, CDKL3, CDKN1A, CFLAR, CHRND, CHST11, COBL, COL12A1, COL14A1, COL20A1, COL27A1, COL6A3, COL7A1, CPNE1, CPQ, CTR9, CYP19A1, DAG1, DCLK1, DDR1, DMBX1, DVL1, DYSF, ECM1, EFNA5, ERBB4, ESR1, ETNK2, EVC, EYS, FGF1, FGF10, GAP43, GAS2, GATA4, GINS4, GLI2, GLI3, GNAS, H3F3B, HSP90AB1, IGF1, IQGAP1, KIF26B, LGR6, LRP6, MAGI2, MAP1B, MAP2K4, MATN2, MBL2, MED1, MEX3C, MMP13, MYF6, NDEL1, NDN, NRP1, PDE4D, PKM, PLG, POC1A, POSTN, PRKCZ, PRPF19, PTN, PYGO2, RARB, RSPO2, SALL1, SCARA3, SEMA5A, SEMA5B, SFRP1, SFRP2, SH3GL2, SHANK1, SHANK2, SLC12A5, SLC25A25, SLC4A10, SLIT1, SLIT2, SLIT3, SLITRK1, SORBS2, TENM4, TGFB2, TGFBR2, TGFBR3, THBS3, TIAM1, TMEM108, ULK2, UNC79, VIT, VWA1, WDTC1, WNT11, WNT5A, WNT7B, WWTR1, ZEB2"
"GO:0040007","growth",376,9e-04,0.972,"ADRA1A, AKAP13, ANKRD11, ANXA2, APBA1, APBA2, APOA5, ARID5B, AUTS2, BDNF, BNC2, BRCA2, CCL11, CD9, CDKL3, CDKN1A, CFLAR, CHRND, CHST11, COBL, COL12A1, COL14A1, COL20A1, COL27A1, COL6A3, COL7A1, CPNE1, CPQ, CTR9, CYP19A1, DAG1, DCLK1, DDR1, DMBX1, DVL1, DYSF, ECM1, EFNA5, ERBB4, ESR1, ETNK2, EVC, EYS, FGF1, FGF10, GAP43, GAS2, GATA4, GINS4, GLI2, GLI3, GNAS, H3F3B, HSP90AB1, IGF1, IQGAP1, KIF26B, LGR6, LRP6, MAGI2, MAP1B, MAP2K4, MATN2, MBL2, MED1, MEX3C, MMP13, MYF6, NDEL1, NDN, NRP1, PDE4D, PGLYRP3, PKM, PLG, POC1A, POSTN, PRKCZ, PRPF19, PTN, PYGO2, RARB, RSPO2, SALL1, SCARA3, SEMA5A, SEMA5B, SFRP1, SFRP2, SH3GL2, SHANK1, SHANK2, SLC12A5, SLC25A25, SLC4A10, SLIT1, SLIT2, SLIT3, SLITRK1, SORBS2, TENM4, TGFB2, TGFBR2, TGFBR3, THBS3, TIAM1, TMEM108, ULK2, UNC79, VIT, VWA1, WDTC1, WNT11, WNT5A, WNT7B, WWTR1, ZEB2"
"GO:0019226","transmission of nerve impulse",53,9e-04,0.818,"CACNA1G, CACNA1H, CACNA1I, CACNG2, CACNG4, CLCN1, CNTNAP2, DMRT3, GPR88, GRIK2, KCNA1, KCNA2, KCND2, KCNMB2, MAG, NFASC, NTRK2, NTRK3, PAFAH1B1, SCN11A, SCN1A, SCN3A, SCN4A, SCN5A, SCN7A, SCN9A, SPTBN4"
"GO:2001257","regulation of cation channel activity",177,0.001,0.982,"ACTN2, AHNAK, AKAP6, ANK2, CACNA2D1, CACNB4, CACNG2, CACNG4, CACNG5, CAMK2D, CASQ1, CASQ2, CCR2, CNIH3, CRH, CRHBP, CRHR1, DLG2, DLG4, DRD2, DRD3, DYSF, FGF12, FGF14, GRIA1, GRIA4, GRIN2A, GRIN2B, GSG1L, HAP1, IFNG, JPH1, JPH3, JPH4, KCNA1, KCNAB1, KCNC2, KCNE4, LRRC55, LRRC7, MINK1, MYO5A, NETO1, NETO2, NLGN1, NLGN2, NOS1, NTSR1, OPRM1, OR56A1, OR5T1, PDE4B, PDE4D, RASGRF1, RELN, RRAD, SHANK1, SHANK2, SHISA6, SHISA9, STAC, STAC2, STIM1, TRDN, TREM2"
"GO:0006816","calcium ion transport",243,0.001,0.933,"ADRA1A, ANK2, ANO6, ANXA2, ATP2A2, ATP2B2, CACNA1B, CACNA1C, CACNA1E, CACNA1G, CACNA1H, CACNA1I, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB4, CACNG2, CACNG4, CACNG5, CALCRL, CAMK2A, CASR, CCL8, CCR5, CDH23, CHRNA7, CSN2, CUL5, DRD2, FAM155A, FYN, GCK, GPM6A, GRIN2A, GRIN2B, GRIN3A, HTR2A, ITPR1, JPH1, JPH3, JPH4, MICU3, NALCN, NMUR1, NMUR2, OPRM1, ORAI2, PDE2A, PKD1L1, PKD1L2, PLCB1, PLCD3, PLCE1, PLCH2, PLCL1, PLCL2, PLCZ1, PRKCB, RAMP1, RAMP3, RASA3, RYR1, RYR2, RYR3, SLC24A2, SLC24A3, SLC24A5, SLC25A25, SLC8A1, SLC8B1, STIM1, TMC1, TMC2, TMCO1, TPCN1, TPCN2, TRDN, TRPC4, TRPC6, TRPC7, TRPM3, TRPM6, TRPV4"
"GO:0007215","glutamate receptor signaling pathway",45,0.001,0.816,"DAGLA, GNAQ, GRIA1, GRIA4, GRID1, GRID2, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, GRIN2A, GRIN2B, GRIN3A, GRM1, GRM2, GRM3, GRM4, GRM5, GRM7, GRM8, KCNB1, PLCB1, TIAM1"
"GO:0051146","striated muscle cell differentiation",195,0.001,0.97,"ACTN2, ACVR1, ADRA1A, AKAP13, ALPK2, ALPK3, ARID1A, CACNA1H, CACNA2D2, CAPN2, CASQ1, CASQ2, CAV2, CD9, CDH2, CFLAR, CSRP1, DNER, DYSF, FHL2, FHOD3, GATA4, IGF1, IGF2, IGFBP5, KCNH1, KDM6B, KRT19, LMNA, LMOD1, LMOD2, LRRC10, MAP2K4, MEF2A, MYH11, MYH6, MYH9, MYL2, MYLK3, MYO18B, MYOF, MYOM1, MYOM2, MYOM3, NEB, NFATC2, NOS1, NOX4, NRAP, NRG1, OBSCN, PDGFRA, PGM5, RARB, RYR1, SGCD, SLC8A1, SMYD3, SORBS2, SOX6, SYNPO2L, TANC1, TBX5, TNNT3, TTN, WFIKKN2, WNT8A, WT1"
"GO:0032409","regulation of transporter activity",280,0.001,0.983,"ACTN2, ACTN4, AHNAK, AKAP6, ANK2, APOPT1, ATP1A2, CACNA2D1, CACNB4, CACNG2, CACNG4, CACNG5, CAMK2D, CASQ1, CASQ2, CCR2, CFTR, CHP1, CNIH3, CRH, CRHBP, CRHR1, DLG2, DLG4, DNM2, DRD2, DRD3, DYSF, FGF12, FGF14, FXYD2, FXYD3, FXYD6, GRIA1, GRIA4, GRIN2A, GRIN2B, GRM5, GSG1L, HAP1, HECW1, HECW2, HSPA2, IFNG, INS, JPH1, JPH3, JPH4, KCNA1, KCNAB1, KCNC2, KCNE4, LRRC55, LRRC7, MINK1, MYO5A, NEDD4L, NETO1, NETO2, NLGN1, NLGN2, NOS1, NTSR1, OPRM1, OR56A1, OR5T1, PDE4B, PDE4D, PPIF, PRKCE, RASGRF1, RELN, RRAD, RYR2, SCN2B, SHANK1, SHANK2, SHISA6, SHISA9, STAC, STAC2, STIM1, STK39, TESC, THADA, TLR9, TRDN, TREM2, TRPC6, TWIST1, UTRN, WWP2"
