"ID","Name","NumGenes","CorrectedPvalue","Multifunctionality","GeneMemberDiff"
"GO:0033500","carbohydrate homeostasis",181,9e-04,0.981,"AACS, ADRA1B, APPL2, BACE2, BAD, CSMD1, CSRP3, FFAR1, FGFR4, FOXK1, FOXK2, FOXO1, FOXO3, FOXO6, GATA4, GHRHR, HECTD4, HNF1A, HNF4A, ICAM1, IGF1R, INSR, KLF7, LEPR, MCU, MLXIPL, OPA1, PAX6, PDK2, PDK4, PDX1, PIK3CA, PIK3R1, PIK3R2, POLG, PPARG, PPP3CA, PRCP, PTCH1, PTPRN2, RAF1, RAP1A, RBP4, RPH3AL, SIN3A, SLC29A1, STAR, STK11, SUCNR1, TCF7L2, TFAP2B, VGF, ZBTB20, ZNF236"
"GO:0034329","cell junction assembly",160,9e-04,0.912,"ACTG1, ACTN1, ACTN4, ARHGEF7, ARVCF, BCL2, BCR, CDH1, CDH13, CDH23, CDH3, CNTNAP1, COL17A1, CTNNA1, DLC1, DLG5, FBLIM1, FLCN, FRMPD2, FSCN1, GJB2, GNPAT, GRHL2, HDAC7, ITGA2, ITGB4, JUP, LAMA3, LAMA5, LAMB3, MARVELD3, NFASC, PARD3, PARD6G, PDPK1, PEAK1, PLEC, PRKCA, PRKCI, PTPRK, PTPRO, RCC2, SH3BP1, SMAD7, SORBS1, TLN1, UGT8, VMP1, WDR1"
"GO:0001101","response to acid chemical",333,9e-04,0.989,"AACS, ABCC2, ABL2, ACER2, AKR1C3, ALAD, ALDH1A2, AQP1, AQP2, ASXL1, BAD, BAIAP2, BCL11A, BMP6, CAPN2, CASP3, CCL19, CDK4, CFL1, COL16A1, COL18A1, COL4A1, CPEB3, CPEB4, CPS1, CPT1A, DNMT1, DNMT3A, EGFR, F7, FABP3, FFAR1, FGFR2, FGFR4, FOLR1, FOXO1, FYN, GJB2, GNB1, GNPAT, GSN, HLCS, HOXA2, HSD17B2, HSF1, ICAM1, ID3, IGF2R, ITGA2, KCNK4, LTK, MTHFR, MTOR, MYB, NCOA1, NEURL1, NSMF, OGG1, OPA1, PDGFB, PDK4, PDX1, PEMT, PPARG, PPP1R9B, PPP5C, PRKCE, PTAFR, PTCH1, PTK7, RARA, RBP4, RPTOR, RXRA, SESN1, SIPA1, SLC1A2, SRC, SREBF1, TESC, TIE1, UBR1, VEGFA, WNT10B, WNT2, WNT5B, XRCC5, YAP1, YES1"
"GO:1901653","cellular response to peptide",324,9e-04,0.982,"ABCC1, ADCY3, ADCY9, AGT, AKT2, ARID1B, ATP6V0D1, ATP6V0E1, ATP6V1A, ATP6V1C2, BAIAP2, BCAR1, BRIP1, CAV2, CDC6, CDK4, CEACAM1, CFLAR, CPS1, CSK, CSRP3, EEF2K, EIF4EBP1, EPHA4, FER, FOXO1, FOXO3, FOXO6, FYN, GHRHR, GJB2, GRB14, GRB7, GSK3B, HDAC9, HSF1, ICAM1, IGF1R, IGFBP1, INSR, KLF11, LPIN1, LPIN2, LPIN3, MAX, MIR106B, MIR200A, MYO5A, NFE2L2, NOD1, PAK1, PARP1, PCSK9, PDK2, PDK4, PDPK1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PKLR, POR, PPARG, PPP1R9B, PRKAR1B, PRKCD, PRKCI, PRKCZ, PRLR, PTK2, PTPN1, PTPRA, PXN, RAB10, RANGAP1, SLC25A33, SOGA1, SORBS1, SRC, SREBF1, SRSF5, STAR, STAT5A, STAT5B, TBC1D4, TCIRG1, VAMP2, ZNF106"
"GO:0072073","kidney epithelium development",117,0.001,1,"ACAT1, AQP11, ARG2, BCL2, BMP2, BMP7, DLL1, EFNB2, EPCAM, EPHA4, FGF1, FGF2, FGFR1, FGFR2, HOXD11, IRX1, JAG1, KANK2, KLHL3, LAMA5, LGR4, MTSS1, MYO1E, NOTCH1, PBX1, PGF, PKD1, PROM1, PTCH1, PTPRO, RARA, SDC1, SMAD2, SMAD3, SMAD4, SMAD6, SMAD7, SOX8, TFAP2B, WNK4"
"GO:0071902","positive regulation of protein serine/threonine kinase activity",323,0.001,0.964,"ADAM8, ADORA2B, AKAP13, BMP2, CAB39, CALM1, CCL19, CCND2, CCND3, CCNYL1, CDC6, CSK, DAB2IP, DVL2, EDN3, EGFR, EPHA4, ERN2, ERP29, EZH2, F2R, FAM20A, FGF1, FGF2, FGFR1, FRS2, FZD5, GNG3, INSR, ITGA1, KITLG, KRAS, KSR1, LPAR1, MAP2K1, MAP2K3, MAP2K5, MAP2K6, MAP3K14, MAP3K5, MAP3K7, MAP3K9, MAP4K2, MAP4K3, MAP4K5, MAPK1, MAPK14, MAPK3, MAPK8IP3, MAPKAPK3, MIR26B, MLST8, MUC20, NOD1, NRG1, PAK1, PARP6, PDE6G, PDGFA, PDGFB, PEA15, PIK3CB, PKD1, PLCE1, PRDX2, PROX1, PTPN1, RAF1, RAPGEF1, RAPGEF2, RASGRP1, ROR2, RPTOR, S1PR2, SRC, STK3, TAB2, TAOK3, TDGF1, TGFB1, THBS1, TIAM1, TP73, TRAF2, VEGFA"
"GO:0042593","glucose homeostasis",180,0.001,0.981,"AACS, ADRA1B, APPL2, BACE2, BAD, CSMD1, CSRP3, FFAR1, FGFR4, FOXK1, FOXK2, FOXO1, FOXO3, FOXO6, GATA4, GHRHR, HECTD4, HNF1A, HNF4A, ICAM1, IGF1R, INSR, KLF7, LEPR, MCU, MLXIPL, OPA1, PAX6, PDK2, PDK4, PDX1, PIK3CA, PIK3R1, PIK3R2, POLG, PPARG, PPP3CA, PRCP, PTCH1, PTPRN2, RAF1, RAP1A, RBP4, RPH3AL, SIN3A, SLC29A1, STAR, STK11, SUCNR1, TCF7L2, TFAP2B, VGF, ZBTB20, ZNF236"
"GO:0060562","epithelial tube morphogenesis",287,0.001,0.998,"ABL1, ACVRL1, ARID1A, ARL13B, BCL2, BMP2, BMP7, BTRC, C2CD3, CASP3, CCDC40, CCM2, CFL1, COBL, COL4A1, DLC1, DLG5, DLL1, DNAAF1, DVL2, EFNB2, EPHA4, ESRP2, FGF1, FGF2, FGFR2, FOLR1, GATA4, GLI2, GRHL2, HOXA5, HOXD11, IRX1, KDM2B, KLHL3, KRAS, LAMA5, LEF1, LGR4, LGR5, LRP5, LRP5L, MESP1, MSX2, MTHFD1, MTHFR, MTSS1, NOTCH1, NRARP, OVOL2, PAK1, PBX1, PGF, PKD1, PLXNB2, PPP1CA, PRKD2, PROX1, PTCH1, PTK7, RARA, SEMA4C, SETD2, SMAD3, SMAD4, SOX8, SRC, ST14, STK3, TBX20, TCAP, TGFB1, TRIM71, TSC1, TULP3, VDR, VEGFA, WNK4, YAP1"
"GO:0045216","cell-cell junction organization",130,0.001,0.826,"ACTN4, ARVCF, CCM2, CDH1, CDH13, CDH23, CDH3, CLDN9, CNTNAP1, CTNNA1, CXADR, DLG5, F2R, F2RL1, FLCN, FRMPD2, FSCN1, GJB2, GNPAT, GRHL2, HDAC7, JUP, KIFC3, MARVELD3, MYADM, NF2, NFASC, NLGN2, PARD3, PARD6G, PLEKHA7, PRKCA, PRKCI, PTPRO, SDK2, SMAD3, TGFB1, TLN1, UGT8, WDR1"
"GO:0007223","Wnt signaling pathway, calcium modulating pathway",37,0.002,0.795,"AGO2, CALM1, FZD5, GNB1, LEF1, MAP3K7, NFATC1, NLK, PDE6A, PDE6B, PDE6G, PLCB2, PLCB3, PPP3CA, ROR2, TCF7L2, TNRC6B, TNRC6C"
"GO:0007409","axonogenesis",360,0.002,0.937,"ABL1, AFG3L2, AGRN, ANK3, APBB1, APBB2, ATL1, AUTS2, BAIAP2, BCL11B, BCL2, BMP7, BRSK1, CCK, COBL, DRGX, EFNA3, EFNA4, EFNB2, ENAH, EPHA10, EPHA4, EPHA8, EPHB2, EPHB3, EVL, EXT1, FAM129B, FEZ2, FGFR2, FRS2, FYN, GAB2, GLI2, GPC1, GRB7, HOXA2, KIF5B, KLF7, LGR6, LLGL1, LYPLA2, MAP1A, MAPK1, MAPK3, MATN2, NFASC, NIN, NOTCH1, NRCAM, NRXN3, NUMB, PARD3, PAX6, PDLIM7, PICALM, PIK3CA, PIK3CB, PIK3R1, PITPNA, PLXNA1, PLXNA2, PLXNB2, PLXNC1, PRKCA, PTCH1, PTK2, PTPRA, PTPRO, RAB10, RAP1GAP, RNF165, SEMA3A, SEMA3B, SEMA3C, SEMA3F, SEMA6A, SHC3, SIAH1, SLIT1, SMAD4, SPTAN1, SPTBN1, SPTBN2, SPTBN5, SRC, STK11, STXBP1, SZT2, TRIO, TSKU, UNC5D, VEGFA"
"GO:0031333","negative regulation of protein complex assembly",132,0.002,0.955,"ADD1, ADD2, ADD3, ANKRD27, AVIL, CAPG, CAPZB, CLDN7, CLU, DMTN, EIF4EBP1, EP300, GSK3B, GSN, INPP5J, KANK1, LCMT1, LDLRAD4, MYADM, PATL2, PEX14, PMEPA1, PRKCD, PRKCZ, RAF1, SIRT2, SMAD6, SORL1, SPTAN1, SPTBN1, SPTBN2, SPTBN5, SRC, STXBP1, TBX20, TFIP11, THRA, TMC8, TRAF3IP1, TRIM9, TRIOBP, VILL"
"GO:0002064","epithelial cell development",183,0.002,0.96,"ACTA2, ARHGEF26, ARID4B, BCL11B, BFSP1, BMP6, CCM2, CDK6, COL18A1, DACT2, DLL1, DNASE1L2, E2F4, F2RL1, FGFR1, FLNB, FRS2, GRHL2, HNF4A, HOXA5, ICAM1, JAG1, LRTOMT, MYADM, MYO1E, MYO7A, NKX2-2, NOTCH1, PAX6, PDE4D, PDGFB, PDPK1, PLOD3, PPP1R16B, PROX1, PSAP, RAB1B, RAP1A, RAPGEF1, RAPGEF2, RARA, RFX3, SDC1, SIPA1L3, SLC9A3R1, SOX8, SPDEF, ST14, TFCP2L1, TP63, TRIOBP, VEZF1, WNT5B"
"GO:0001763","morphogenesis of a branching structure",162,0.002,0.999,"BCL2, BMP2, BMP7, BTRC, COL13A1, COL16A1, COL4A1, DLG5, ESRP2, FGF1, FGF2, FGFR1, FGFR2, FRS2, FZD5, GCM1, GLI2, GRHL2, HOXA5, HOXD11, KRAS, LAMA5, LEF1, LRP5, LRP5L, MSX2, NOTCH1, NRARP, PAK1, PBX1, PGF, PKD1, PLXNA1, PPP1CA, PROX1, PTCH1, RERE, SEMA3A, SEMA3C, SETD2, SMAD4, SOX8, SRC, ST14, TBX20, TDGF1, TP63, VDR, VEGFA, YAP1"
"GO:0051098","regulation of binding",366,0.002,0.986,"ABL1, ACE, ADAM15, ADD1, ADD2, ADRB3, AES, ANXA2, ARHGEF7, BCL2, BCL3, BMP2, C6orf106, CARD16, CSNK1E, CTBP2, CYLD, DAB2IP, DOT1L, DTNBP1, EBF2, EIF3E, EIF4A3, EP300, EPHA4, FAM129B, FBXW7, FKBP1A, GSK3B, HDAC4, HEY1, HIPK2, HMBOX1, HMOX1, HOXA3, HSF1, ID3, ITGA2, LEF1, MAD2L2, MAP2K1, MAPK3, MARK2, MBD2, MDFI, MED25, MSX2, NIPBL, NMD3, NRG1, NSD1, P2RY1, PARP1, PAX6, PAX7, PCBD1, PCSK9, PDGFB, PDX1, PER2, PEX14, PKD1, PLCL1, PLCL2, PPARG, PPP1CA, PPP3CA, PRKCD, PRMT8, PTPRF, RAPGEF2, RARA, SIN3A, SIRT2, SMAD2, SMAD3, SMAD4, SORL1, SPPL3, SRC, STK3, SUMO3, TCF7L2, TFAP4, TFIP11, TGFB1, TIAM1, TMC8, TNKS, TRAF2, UBASH3B, WFIKKN1, ZBTB7A, ZFPM1"
"GO:1900006","positive regulation of dendrite development",73,0.002,0.84,"ANAPC2, ANKRD27, BAIAP2, BMP7, CAMK2B, COBL, CPEB3, CUX1, DAB2IP, DLG5, EEF2K, EPHA4, EZH2, FBXO31, FOXO6, LPAR1, LRP8, MAPK6, MTOR, NEURL1, OBSL1, OPA1, PARP6, PPP1R9A, PTPRD, RAB21, SHANK2, TIAM1"
"GO:0048736","appendage development",167,0.002,0.939,"AFF3, ALDH1A2, BMP7, BMPR1A, C2CD3, CHD7, CRABP2, CREBBP, ECE1, FGF9, FGFR1, FGFR2, FRAS1, GLI2, GNA12, GRHL2, HDAC1, HOXD10, ITGB4, KREMEN1, LEF1, LRP4, MBNL1, MSX2, NIPBL, NOTCH1, OSR2, PAM, PBX1, PBX2, PLXNA2, PRRX1, PTCH1, RARA, RECK, RNF165, ROR2, RUNX2, SEMA3C, SMAD4, SMOC1, TBX4, TFAP2B, TP63, TRAF3IP1, TULP3, ZNF219, ZNRF3"
"GO:0060173","limb development",167,0.002,0.939,"AFF3, ALDH1A2, BMP7, BMPR1A, C2CD3, CHD7, CRABP2, CREBBP, ECE1, FGF9, FGFR1, FGFR2, FRAS1, GLI2, GNA12, GRHL2, HDAC1, HOXD10, ITGB4, KREMEN1, LEF1, LRP4, MBNL1, MSX2, NIPBL, NOTCH1, OSR2, PAM, PBX1, PBX2, PLXNA2, PRRX1, PTCH1, RARA, RECK, RNF165, ROR2, RUNX2, SEMA3C, SMAD4, SMOC1, TBX4, TFAP2B, TP63, TRAF3IP1, TULP3, ZNF219, ZNRF3"
"GO:0043434","response to peptide hormone",377,0.003,0.979,"ABCC2, ADCY3, ADCY9, AGT, AKT2, ARID1B, ATP6V0D1, ATP6V0E1, ATP6V1A, ATP6V1C2, BAIAP2, BCAR1, BMP7, BRIP1, CAV2, CDC6, CDK4, CEACAM1, CFLAR, CPS1, CSK, CSRP3, EDNRB, EEF2K, EIF2B5, EIF4EBP1, F7, FABP3, FER, FOXO1, FOXO3, FOXO6, FYN, GHRHR, GJB2, GRB14, GRB7, GSK3B, HDAC9, HSD11B2, HSF1, ICAM1, IGF1R, IGFBP1, INPPL1, INSR, KBTBD2, LPIN1, LPIN2, LPIN3, MAX, MTOR, MYO5A, NFE2L2, PAK1, PARP1, PCSK9, PDK2, PDK4, PDPK1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PKLR, POR, PPARG, PRKAR1B, PRKCD, PRKCI, PRKCZ, PRLR, PTK2, PTPN1, PTPRA, PXN, RAB10, RANGAP1, SCAP, SLC25A33, SOGA1, SORBS1, SORT1, SRC, SREBF1, SRSF5, STAR, STAT5A, STAT5B, TBC1D4, TCIRG1, TSC1, VAMP2, VGF, ZBTB7B, ZNF106"
"GO:0007015","actin filament organization",216,0.003,0.907,"ABL1, ACTN1, ACTN4, ADD1, ADD2, ADD3, AIF1L, ANG, ARAP1, ARHGAP12, ARHGAP25, ARPC1B, BAIAP2, BAIAP2L2, BCAR1, BCL2, CFL1, CGNL1, COBL, CORO1C, CORO7, CUL3, DMTN, ENAH, EVL, FAM107A, FAM171A1, FMN2, FSCN1, GSN, HSP90B1, INPPL1, ITGB5, LIMA1, MAD2L2, MICAL3, MYO1B, MYOM3, NEB, NEDD9, PDLIM3, PPP1R9A, PPP1R9B, PREX1, PRKCI, PROX1, RHOBTB1, RHOBTB2, RHOF, RND2, SH3BP1, SORBS1, SORBS2, SORBS3, SPIRE1, SPIRE2, SRC, TCAP, TPM2, WASL, WDR1"
"GO:0007411","axon guidance",248,0.003,0.925,"AGRN, APBB2, BCL11B, BMP7, DRGX, EFNA3, EFNA4, EFNB2, ENAH, EPHA10, EPHA4, EPHA8, EPHB2, EPHB3, EVL, EXT1, FAM129B, FEZ2, FRS2, FYN, GAB2, GLI2, GPC1, GRB7, HOXA2, KIF5B, KLF7, LGR6, LYPLA2, MAPK1, MAPK3, MATN2, NFASC, NRCAM, NRXN3, PAX6, PDLIM7, PIK3CA, PIK3CB, PIK3R1, PLXNA1, PLXNA2, PLXNB2, PLXNC1, PRKCA, PTCH1, PTK2, PTPRA, PTPRO, RAP1GAP, RNF165, SEMA3A, SEMA3B, SEMA3C, SEMA3F, SEMA6A, SHC3, SIAH1, SLIT1, SMAD4, SPTAN1, SPTBN1, SPTBN2, SPTBN5, SRC, TRIO, UNC5D, VEGFA"
"GO:0061008","hepaticobiliary system development",122,0.003,0.995,"AACS, ACAT1, AK4, ALDH1A2, ARID5B, CCDC40, COBL, CPS1, CUL3, DDX39B, DNAAF1, E2F8, EGFR, EZH2, FPGS, HLX, HMOX1, HNF1A, HNF4A, IGF2R, ITGA2, JARID2, KRAS, MAN2A1, NIPBL, NOTCH1, PCSK9, PDX1, PHF2, PIK3CA, PKD1, PROX1, PTCH1, RAP1A, RARA, SMAD3, SP3, SRSF5, SULF2, UPF2"
"GO:0032970","regulation of actin filament-based process",365,0.003,0.945,"ABL1, ABL2, ADD1, ADD2, ADD3, AKAP13, ALOX15, ARAP1, ARHGAP18, ARHGAP44, ARHGDIA, ARHGEF10L, ARPC1B, ATP1A1, ATP2A2, AVIL, BAIAP2, BAIAP2L2, BCAS3, BIN1, CAMK2D, CAPG, CAPZB, CCDC88A, CCL24, CDC42EP4, CDC42EP5, CDK10, CFL1, CLASP1, CNN2, DLC1, DMTN, EVL, F2RL1, FAM107A, FER, FES, FSCN1, GATA4, GSN, ICAM1, JUP, KANK1, KCNE3, KCNJ2, LIMA1, LIMCH1, LPAR1, MLST8, MTOR, MYADM, MYO1C, NEB, NF2, ODAM, PAK1, PAM, PDE4D, PDGFA, PHLDB2, PHPT1, PIK3R1, PPP1R9A, PREX1, PRKCD, PRKCE, PROX1, PXN, RASA1, RHOBTB1, RHOBTB2, RHOF, RICTOR, RND2, SH3BP1, SH3PXD2B, SMAD3, SMAD4, SORBS3, SPIRE1, SPIRE2, SPTAN1, SPTBN1, SPTBN2, SPTBN5, SYNPO, TRIOBP, TRPM4, TSC1, VILL, WASL, WDR1"
"GO:1903829","positive regulation of cellular protein localization",318,0.003,0.976,"ABCA7, AGR2, AKT2, ANK3, ANP32B, ARHGEF16, ATG13, BAD, BAP1, BBC3, BCAS3, BCL2, BICD1, CACNB3, CARD10, CASP8, CCDC88A, CDH1, CNST, CROCC, CYLD, DMAP1, EGFR, EPHB2, FBXW7, FYN, FZD5, GLIS2, GSK3B, ITGA3, JUP, KAT7, KIF5B, LRP4, MAP1A, MAPK1, MAPK14, MARK4, MYO1C, NIPBL, NKD2, NMD3, NMT1, NPEPPS, NUMA1, PAK1, PARP1, PCNT, PDPK1, PDZK1, PIK3R1, PIK3R2, PPP1R13B, PPP1R9B, PPP3CC, PRKCD, PRKCE, PRKCH, PRKCI, RER1, RTN4, SAE1, SLC51B, SMAD3, SNX33, SORBS1, SORL1, SPTBN1, SQSTM1, SRC, STK11, TCF7L2, TFDP2, TGFB1, TP63, TP73, UBE2D3, UBR5, USP36, VAMP2, YWHAE, ZIC1"
"GO:0048514","blood vessel morphogenesis",389,0.003,0.966,"AAMP, ACVRL1, ADAM15, ADAM8, ADTRP, AMOTL2, ANG, ANGPT2, ANPEP, ANXA2, APOLD1, ARID2, BCAS3, BMPR1A, CCM2, CDH13, CEACAM1, CHD7, COL18A1, COL4A1, DAB2IP, DLL1, DYSF, E2F8, EFNB2, ENPEP, EPHB2, EPHB3, ETS1, FBXW7, FGF1, FGF2, FGF9, FGFR1, FGFR2, FOLR1, FZD5, HDAC7, HEY1, HIF3A, HMOX1, HOXA3, HOXA7, HPGD, HSPG2, ITGAV, JAG1, LAMA5, LEF1, LEPR, LRP5, LRP5L, MAPK14, MMRN2, MYLK, MYO1E, NCL, NOTCH1, NPRL3, NRARP, NRCAM, OVOL2, PDCD6, PDGFA, PGF, PIK3CA, PIK3CB, PIK3R3, POFUT1, PRCP, PRKCA, PRKD2, PROX1, PRRX1, PTK2, RASA1, RECK, SETD2, SHB, SMAD7, SRPK2, STRA6, TBX20, TBX4, TDGF1, TFAP2B, TGFB1, THBS1, TIE1, TNFSF12, UBP1, VAV2, VEGFA, VEZF1, YAP1, ZMIZ1"
"GO:0060828","regulation of canonical Wnt signaling pathway",272,0.003,0.921,"AES, AXIN1, AXIN2, BICC1, BMP2, BTRC, CDH3, CSNK1D, CUL3, CYLD, DAB2IP, DVL2, EGFR, FAM53B, FGF9, FGFR2, FOLR1, FOXO1, GNAQ, GSK3B, HDAC1, IGFBP1, JADE1, JUP, KANK1, KREMEN1, LGR4, LGR5, LGR6, LRP4, LYPD6, MAD2L2, MAPK14, MESP1, MLLT3, NKD1, NKD2, NOTCH1, NOTUM, NRARP, PPP1CA, PSMB10, PSMD11, PSMD3, PTK7, PTPRO, RAPGEF1, RECK, RNF220, ROR2, RUVBL1, SIAH2, SLC9A3R1, SMAD3, SRC, STK11, STK3, SULF2, TCF7L2, TLE3, TMEM88, TNKS, TRPM4, UBAC2, UBR5, USP34, WNK2, WNT10B, WNT5B, WWTR1, YAP1, ZNRF3"
"GO:0035023","regulation of Rho protein signal transduction",135,0.003,0.522,"ABL1, ABL2, ABR, AKAP13, ARHGDIA, ARHGEF10L, ARHGEF16, ARHGEF26, ARHGEF28, ARHGEF3, ARHGEF39, ARHGEF4, ARHGEF40, ARHGEF7, BCR, CUL3, DLC1, DNMBP, EPS8L2, F2R, F2RL1, FARP1, FARP2, FGD3, FGD6, FLCN, GPR35, ITGA3, KANK1, KANK2, LPAR1, MCF2L2, NET1, NGEF, PLEKHG1, PLEKHG5, PREX1, RAF1, TIAM1, TRIO, VAV1, VAV2"
"GO:0032535","regulation of cellular component size",352,0.003,0.939,"ABL1, ADD1, ADD2, ADD3, ALOX15, ANAPC2, AQP1, ARHGAP18, ARPC1B, AVIL, BAIAP2, BAIAP2L2, BARHL2, BIN1, CAPG, CAPZB, CCL24, CDC42EP4, CDC42EP5, CDHR2, CDHR5, CDK4, CFL1, CLNS1A, CRABP2, DMTN, E2F4, EVL, F2RL1, FER, GNB3, GSK3B, GSN, ICAM1, KANK1, KCNMA1, LIMA1, MAG, MLST8, MTOR, MYADM, MYO1C, NEB, NRCAM, PAK1, PICALM, PPP1CA, PPP1R9A, PREX1, PRKCD, PRKCE, RAB21, RAP1GAP2, RASA1, RICTOR, RILP, RND2, RPTOR, RTN4, SCT, SCTR, SEMA3A, SEMA3B, SEMA3C, SEMA3F, SEMA4B, SEMA4C, SEMA6A, SH3BP1, SIN3A, SLC12A2, SLC12A4, SLC12A5, SLC12A7, SLC12A8, SLC9A3R1, SPIRE1, SPIRE2, SPTAN1, SPTBN1, SPTBN2, SPTBN5, TRIOBP, TSC1, VAV1, VAV2, VEGFA, VILL, WASL, WDR1"
"GO:0001889","liver development",119,0.003,0.995,"AACS, ACAT1, AK4, ALDH1A2, ARID5B, CCDC40, COBL, CPS1, CUL3, DDX39B, DNAAF1, E2F8, EGFR, EZH2, FPGS, HLX, HMOX1, HNF1A, HNF4A, IGF2R, ITGA2, JARID2, KRAS, MAN2A1, NOTCH1, PCSK9, PDX1, PHF2, PIK3CA, PKD1, PROX1, PTCH1, RAP1A, RARA, SMAD3, SP3, SRSF5, SULF2, UPF2"
"GO:0097485","neuron projection guidance",251,0.004,0.925,"AGRN, APBB2, BCL11B, BMP7, DRGX, EFNA3, EFNA4, EFNB2, ENAH, EPHA10, EPHA4, EPHA8, EPHB2, EPHB3, EVL, EXT1, FAM129B, FEZ2, FRS2, FYN, GAB2, GLI2, GPC1, GRB7, HOXA2, KIF5B, KLF7, LGR6, LYPLA2, MAPK1, MAPK3, MATN2, NFASC, NRCAM, NRXN3, PAX6, PDLIM7, PIK3CA, PIK3CB, PIK3R1, PLXNA1, PLXNA2, PLXNB2, PLXNC1, PRKCA, PTCH1, PTK2, PTPRA, PTPRO, RAP1GAP, RNF165, SEMA3A, SEMA3B, SEMA3C, SEMA3F, SEMA6A, SHC3, SIAH1, SLIT1, SMAD4, SPTAN1, SPTBN1, SPTBN2, SPTBN5, SRC, TRIO, UNC5D, VEGFA"
"GO:0060491","regulation of cell projection assembly",197,0.004,0.909,"AGRN, ARAP1, ARHGAP44, ATP8B1, AUTS2, BCAS3, CAPZB, CCDC88A, CCL19, CDC42EP4, CDC42EP5, CDK10, CDKL1, COBL, CORO1C, CROCC, CYLD, DMTN, EPS8L2, EVL, F2RL1, FER, FSCN1, HDAC4, HTT, ICAM1, KANK1, KCTD17, MARK4, MTOR, NEURL1, PALM, PPP1R16B, PPP1R9A, PRKCD, RABEP2, RABGAP1, RAP1GAP, RCC2, SEPT9, SH3YL1, SRC, SYNE2, TBC1D1, TBC1D10B, TBC1D14, TBC1D16, TBC1D2, TBC1D22A, TBC1D24, TBC1D2B, TBC1D5, TBC1D8, TCHP, TENM2, WASL, WRAP73"
"GO:0035107","appendage morphogenesis",141,0.004,0.947,"AFF3, ALDH1A2, BMP7, BMPR1A, C2CD3, CHD7, CRABP2, CREBBP, ECE1, FGF9, FGFR1, FGFR2, FRAS1, GLI2, GNA12, GRHL2, HDAC1, HOXD10, LEF1, LRP4, MBNL1, MSX2, NIPBL, NOTCH1, OSR2, PBX1, PBX2, PLXNA2, PRRX1, PTCH1, RECK, RNF165, ROR2, RUNX2, SEMA3C, SMAD4, TBX4, TFAP2B, TP63, TRAF3IP1, TULP3, ZNF219"
"GO:0035108","limb morphogenesis",141,0.004,0.947,"AFF3, ALDH1A2, BMP7, BMPR1A, C2CD3, CHD7, CRABP2, CREBBP, ECE1, FGF9, FGFR1, FGFR2, FRAS1, GLI2, GNA12, GRHL2, HDAC1, HOXD10, LEF1, LRP4, MBNL1, MSX2, NIPBL, NOTCH1, OSR2, PBX1, PBX2, PLXNA2, PRRX1, PTCH1, RECK, RNF165, ROR2, RUNX2, SEMA3C, SMAD4, TBX4, TFAP2B, TP63, TRAF3IP1, TULP3, ZNF219"
"GO:0007229","integrin-mediated signaling pathway",88,0.004,0.932,"ABL1, ADAM10, ADAM15, BCAR1, CCM2, CEACAM1, COL16A1, CUL3, DOCK1, FERMT3, FUT8, ITGA1, ITGA2, ITGA3, ITGA9, ITGAE, ITGAL, ITGAV, ITGB4, ITGB5, ITGB6, LAMA3, NEDD9, PTK2, RCC2, SRC, TEC, TLN1, VAV1"
"GO:0002065","columnar/cuboidal epithelial cell differentiation",96,0.004,0.986,"ABL1, AGR2, BMP2, BMP6, CBFA2T2, CDK6, DLL1, FAM20C, FGFR1, FGFR2, GATA4, GATA5, HNF4A, HOXA5, JAG1, JAG2, LEF1, LRTOMT, MYO7A, NKX2-2, NOTCH1, PAX6, PDPK1, PDX1, PROX1, RARA, RFX3, RXRA, SLC9A3R1, SPDEF, TP63, TRIOBP, WDR77"
"GO:0032956","regulation of actin cytoskeleton organization",323,0.005,0.935,"ABL1, ABL2, ADD1, ADD2, ADD3, AKAP13, ALOX15, ARAP1, ARHGAP18, ARHGAP44, ARHGDIA, ARHGEF10L, ARPC1B, AVIL, BAIAP2, BAIAP2L2, BCAS3, BIN1, CAPG, CAPZB, CCDC88A, CCL24, CDC42EP4, CDC42EP5, CDK10, CFL1, CLASP1, DLC1, DMTN, EVL, F2RL1, FAM107A, FER, FES, FSCN1, GSN, ICAM1, KANK1, LIMA1, LIMCH1, LPAR1, MLST8, MTOR, MYADM, MYO1C, NEB, NF2, ODAM, PAK1, PAM, PDGFA, PHLDB2, PHPT1, PIK3R1, PPP1R9A, PREX1, PRKCD, PRKCE, PROX1, PXN, RASA1, RHOBTB1, RHOBTB2, RHOF, RICTOR, RND2, SH3BP1, SH3PXD2B, SMAD3, SMAD4, SORBS3, SPIRE1, SPIRE2, SPTAN1, SPTBN1, SPTBN2, SPTBN5, SYNPO, TRIOBP, TSC1, VILL, WASL, WDR1"
"GO:0060390","regulation of SMAD protein signal transduction",21,0.005,0.677,"BMP6, BMPR1A, CILP, NUP93, OVOL2, PARP1, RBPMS, SMAD4, SPTBN1, TGFB1, WWTR1"
"GO:1903392","negative regulation of adherens junction organization",21,0.005,0.789,"ACVRL1, BCAS3, BMP6, CORO1C, DLC1, DMTN, FAM107A, PHLDB2, RCC2, SRC, THBS1, VEGFA"
